number,available_bikes,available_bikes_stands,intervals,description,temp,temp_min,temp_max,humidity,Day,Bikes_available
73,13,17,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,13
67,15,25,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,15
47,9,31,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,9
37,3,27,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,3
44,14,16,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,14
69,20,20,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,20
117,0,40,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,0
114,10,30,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,10
21,17,13,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,17
5,10,30,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,10
87,10,28,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,10
22,3,17,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,3
33,11,12,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,11
6,4,16,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,4
38,13,27,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,13
112,12,18,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,12
34,16,14,2021-03-22 12:00:00,broken clouds,9,8,9,81,Monday,16
44,16,14,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,16
24,2,18,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,2
52,10,22,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
18,15,15,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,15
91,4,26,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,4
97,10,30,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
108,15,25,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,15
22,3,17,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,3
6,4,16,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,4
89,6,34,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,6
5,10,30,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
54,11,22,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
33,11,12,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
23,12,18,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,12
103,7,33,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,7
48,1,39,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,1
84,20,10,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,20
42,14,16,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,14
114,10,30,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
28,12,18,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,12
116,7,23,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,7
32,11,19,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
117,0,40,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,0
104,17,23,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,17
112,11,19,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
8,8,22,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,8
111,6,34,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,6
113,15,25,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,15
56,1,39,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,1
106,7,33,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,7
99,6,24,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,6
7,12,17,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,12
68,17,23,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,17
19,9,21,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,9
88,13,16,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,13
107,10,30,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
55,11,25,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
74,9,20,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,9
26,10,10,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
79,20,6,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,20
73,15,15,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,15
27,10,10,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
90,14,26,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,14
39,7,13,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,7
101,10,19,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
59,11,9,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
38,14,26,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,14
30,3,17,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,3
110,17,23,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,17
28,11,19,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
43,7,23,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,7
109,16,13,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,16
16,9,11,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,9
39,6,14,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,6
102,18,22,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,18
29,9,20,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,9
53,7,33,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,7
9,15,9,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,15
85,22,13,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,22
72,15,16,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,15
2,8,12,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,8
67,14,26,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,14
44,17,13,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,17
71,5,34,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,5
115,12,17,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,12
78,19,20,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,19
75,14,26,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,14
94,11,29,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
96,4,26,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,4
4,14,6,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,14
92,13,27,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,13
21,16,14,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,16
31,3,16,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,3
47,8,32,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,8
37,3,27,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,3
10,10,6,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
86,12,25,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,12
87,9,29,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,9
51,10,30,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
58,11,29,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
82,11,11,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
15,6,10,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,6
80,20,20,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,20
61,16,8,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,16
95,15,25,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,15
45,3,27,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,3
76,12,26,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,12
98,9,31,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,9
105,8,28,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,8
63,16,19,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,16
47,9,31,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,9
9,16,8,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,16
49,12,28,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,12
2,7,13,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,7
113,14,26,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,14
91,2,28,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,2
50,17,23,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,17
34,16,14,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,16
32,12,18,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,12
87,10,28,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
31,4,15,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,4
21,17,13,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,17
44,14,16,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,14
44,15,15,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,15
50,18,22,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,18
25,9,21,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,9
40,11,10,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
83,16,24,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,16
88,12,17,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,12
57,1,22,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,1
84,21,9,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,21
13,17,13,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,17
69,17,23,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,17
74,10,19,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
101,11,18,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
3,12,8,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,12
86,13,24,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,13
36,10,30,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,10
65,15,25,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,15
93,11,29,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
34,15,15,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,15
77,8,21,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,8
11,11,19,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
41,5,15,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,5
38,13,27,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,13
66,5,35,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,5
51,9,31,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,9
45,4,26,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,4
98,7,33,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,7
100,11,14,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,11
62,3,37,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,3
11,12,18,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,12
108,14,26,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,14
64,8,32,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,8
56,2,38,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,2
17,8,12,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,8
12,8,12,2021-03-22 12:15:00,broken clouds,9,8,9,76,Monday,8
64,8,32,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,8
50,18,22,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,18
86,13,24,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,13
71,5,34,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,5
100,11,14,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,11
62,3,37,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,3
72,14,17,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,14
26,9,11,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
12,8,12,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,8
13,17,13,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,17
112,12,18,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,12
41,5,15,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,5
25,9,21,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
40,12,9,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,12
83,16,24,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,16
3,10,10,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
21,17,13,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,17
2,7,13,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,7
44,17,13,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,17
24,3,17,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,3
67,14,26,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,14
76,12,26,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,12
87,10,28,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
66,5,35,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,5
95,15,25,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,15
96,4,26,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,4
98,9,31,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
94,11,29,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,11
6,3,17,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,3
38,14,26,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,14
88,12,17,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,12
110,17,23,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,17
45,4,26,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,4
68,19,21,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,19
17,7,13,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,7
43,7,23,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,7
109,16,13,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,16
27,9,11,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
16,9,11,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
102,18,22,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,18
39,6,14,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,6
53,7,33,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,7
85,22,13,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,22
28,11,19,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,11
49,13,27,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,13
7,12,17,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,12
5,9,31,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
6,4,16,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,4
107,10,30,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
78,18,21,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,18
74,9,20,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
33,13,10,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,13
37,4,26,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,4
79,20,6,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,20
69,16,24,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,16
19,9,21,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
99,7,23,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,7
51,9,31,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
72,12,19,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,12
22,2,18,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,2
23,13,17,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,13
31,4,15,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,4
57,0,23,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,0
82,10,12,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
32,11,19,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,11
9,17,7,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,17
61,16,8,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,16
24,2,18,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,2
33,12,11,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,12
90,14,26,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,14
77,8,21,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,8
31,5,14,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,5
106,7,33,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,7
73,16,14,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,16
36,10,30,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
65,15,25,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,15
93,11,29,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,11
106,6,34,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,6
34,15,15,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,15
11,11,19,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,11
55,12,24,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,12
63,16,19,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,16
115,12,17,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,12
80,18,22,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,18
4,13,7,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,13
116,7,23,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,7
104,17,23,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,17
42,15,15,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,15
8,8,22,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,8
113,15,25,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,15
56,1,39,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,1
105,8,28,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,8
80,20,20,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,20
17,8,12,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,8
58,11,29,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,11
50,17,23,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,17
69,17,23,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,17
33,9,14,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
112,11,19,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,11
69,18,22,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,18
27,10,10,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
40,11,10,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,11
57,1,22,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,1
111,12,28,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,12
33,10,13,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
99,6,24,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,6
10,9,7,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
111,13,27,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,13
54,11,22,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,11
10,10,6,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
48,1,39,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,1
103,7,33,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,7
84,20,10,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,20
89,6,34,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,6
117,0,40,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,0
68,18,22,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,18
114,10,30,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
108,14,26,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,14
59,11,9,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,11
75,14,26,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,14
92,13,27,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,13
15,6,10,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,6
101,9,20,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
29,8,21,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,8
101,10,19,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
51,10,30,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
27,11,9,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,11
9,18,6,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,18
19,8,22,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,8
22,3,17,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,3
30,4,16,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,4
88,13,16,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,13
73,15,15,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,15
91,4,26,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,4
87,9,29,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,9
18,15,15,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,15
47,7,33,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,7
97,10,30,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
52,10,22,2021-03-22 12:30:00,broken clouds,9,8,9,76,Monday,10
82,10,12,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,10
33,15,8,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,15
19,11,19,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,11
68,18,22,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,18
18,15,15,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,15
69,15,25,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,15
32,10,20,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,10
52,9,23,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,9
95,14,26,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,14
30,4,16,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,4
114,10,30,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,10
112,13,17,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,13
43,8,22,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,8
111,10,30,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,10
80,19,21,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,19
54,11,22,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,11
9,5,19,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,5
97,11,29,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,11
57,0,23,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,0
11,12,18,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,12
91,5,25,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,5
116,7,23,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,7
104,17,23,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,17
42,15,15,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,15
8,8,22,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,8
56,1,39,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,1
77,8,21,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,8
47,6,34,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,6
50,19,21,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,19
71,4,35,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,4
92,14,26,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,14
55,12,24,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,12
90,14,26,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,14
12,7,13,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,7
99,7,23,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,7
6,4,16,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,4
107,10,30,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,10
74,9,20,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,9
44,17,13,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,17
39,7,13,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,7
37,4,26,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,4
2,7,13,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,7
48,1,39,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,1
25,10,20,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,10
89,6,34,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,6
110,17,23,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,17
86,14,23,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,14
88,11,18,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,11
17,7,13,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,7
21,18,12,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,18
4,12,8,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,12
19,9,21,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,9
16,9,11,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,9
109,18,11,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,18
102,18,22,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,18
23,11,19,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,11
73,15,15,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,15
100,12,13,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,12
10,9,7,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,9
53,7,33,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,7
72,10,21,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,10
87,10,28,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,10
56,0,40,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,0
115,12,17,2021-03-22 12:45:00,broken clouds,9,8,9,76,Monday,12
